"REF_DATE","GEO","DGUID","Lender type","Characteristics of outstanding residential mortgage loans","Residential mortgage loans outstanding","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","Total uninsured outstanding residential mortgages by loan-to-value (LTV) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992217","1.3.44.1","17808808","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","Total uninsured outstanding residential mortgages by loan-to-value (LTV) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992457","1.3.44.2","64328","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","25% or less, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992218","1.3.45.1","524672","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","25% or less, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992458","1.3.45.2","3197","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","More than 25% and up to 45%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992219","1.3.46.1","1612315","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","More than 25% and up to 45%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992459","1.3.46.2","7877","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","More than 45% and up to 65%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992220","1.3.47.1","6318502","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","More than 45% and up to 65%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992460","1.3.47.2","19480","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","More than 65% and up to 75%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992221","1.3.48.1","4603376","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","More than 65% and up to 75%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992461","1.3.48.2","14436","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","More than 75% and up to 80%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992222","1.3.49.1","4036864","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","More than 75% and up to 80%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992462","1.3.49.2","16275","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","More than 80%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992223","1.3.50.1","713078","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","More than 80%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992463","1.3.50.2","3063","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","Total insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992224","1.3.51.1","193853","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","Total insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992464","1.3.51.2","1093","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","1 to 30 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992225","1.3.52.1","88118","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","1 to 30 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992465","1.3.52.2","551","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","31 to 60 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992226","1.3.53.1","25333","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","31 to 60 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992466","1.3.53.2","102","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","61 to 90 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992227","1.3.54.1","5392","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","61 to 90 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992467","1.3.54.2","33","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","Over 90 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992228","1.3.55.1","75011","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","Over 90 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992468","1.3.55.2","407","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","Total uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992229","1.3.56.1","785929","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","Total uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992469","1.3.56.2","2530","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","1 to 30 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992230","1.3.57.1","209898","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","1 to 30 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992470","1.3.57.2","1287","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","31 to 60 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992231","1.3.58.1","197897","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","31 to 60 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992471","1.3.58.2","427","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","61 to 90 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992232","1.3.59.1","56130","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","61 to 90 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992472","1.3.59.2","176","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","Over 90 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992233","1.3.60.1","322003","","","","0"
"2020-10","Canada","2021A000011124","Mortgage Investment Entities","Over 90 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992473","1.3.60.2","640","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992234","1.4.1.1","86262561","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992474","1.4.1.2","279186","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total insured outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992235","1.4.2.1","60298565","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total insured outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992475","1.4.2.2","211262","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992236","1.4.3.1","25963996","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992476","1.4.3.2","67924","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992237","1.4.4.1","60298565","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992477","1.4.4.2","211262","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","5 years of less, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992238","1.4.5.1","488361","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","5 years of less, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992478","1.4.5.2","6021","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 5 years and up to 10 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992239","1.4.6.1","1465045","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 5 years and up to 10 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992479","1.4.6.2","10031","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 10 years and up to 15 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992240","1.4.7.1","3782405","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 10 years and up to 15 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992480","1.4.7.2","19816","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992241","1.4.8.1","15490196","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992481","1.4.8.2","58069","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992242","1.4.9.1","39072558","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992482","1.4.9.2","117325","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992243","1.4.10.1","0","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992483","1.4.10.2","0","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992244","1.4.11.1","25963996","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992484","1.4.11.2","67924","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","5 years of less, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992245","1.4.12.1","1348532","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","5 years of less, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992485","1.4.12.2","1601","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 5 years and up to 10 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992246","1.4.13.1","247103","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 5 years and up to 10 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992486","1.4.13.2","1370","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 10 years and up to 15 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992247","1.4.14.1","628464","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 10 years and up to 15 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992487","1.4.14.2","2596","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 15 years and up to 20 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992248","1.4.15.1","1682016","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 15 years and up to 20 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992488","1.4.15.2","6438","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 20 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992249","1.4.16.1","22057880","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 20 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992489","1.4.16.2","55919","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Non-amortized mortgages, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992250","1.4.17.1","0","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Non-amortized mortgages, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992490","1.4.17.2","0","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total insured outstanding residential mortgages by total debt service (TDS) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992251","1.4.18.1","60298565","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total insured outstanding residential mortgages by total debt service (TDS) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992491","1.4.18.2","211262","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","30% or less, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992252","1.4.19.1","13505257","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","30% or less, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992492","1.4.19.2","54367","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 30% and up to 35%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992253","1.4.20.1","11597539","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 30% and up to 35%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992493","1.4.20.2","40815","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 35% and up to 40%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992254","1.4.21.1","16625568","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 35% and up to 40%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992494","1.4.21.2","56313","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 40% and up to 45%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992255","1.4.22.1","15846176","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 40% and up to 45%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992495","1.4.22.2","51559","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 45% and up to 50%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992256","1.4.23.1","1968280","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 45% and up to 50%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992496","1.4.23.2","7313","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 50% and up to 55%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992257","1.4.24.1","151413","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 50% and up to 55%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992497","1.4.24.2","397","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 55% and up to 60%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992258","1.4.25.1","36945","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 55% and up to 60%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992498","1.4.25.2","119","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 60%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992259","1.4.26.1","567388","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 60%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992499","1.4.26.2","379","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured outstanding residential mortgages by total debt service (TDS) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992260","1.4.27.1","25963996","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured outstanding residential mortgages by total debt service (TDS) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992500","1.4.27.2","67924","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","30% or less, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992261","1.4.28.1","4840936","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","30% or less, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992501","1.4.28.2","13228","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 30% and up to 35%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992262","1.4.29.1","3544133","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 30% and up to 35%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992502","1.4.29.2","10478","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 35% and up to 40%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992263","1.4.30.1","6229750","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 35% and up to 40%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992503","1.4.30.2","16876","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 40% and up to 45%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992264","1.4.31.1","6373743","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 40% and up to 45%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992504","1.4.31.2","16350","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 45% and up to 50%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992265","1.4.32.1","2869503","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 45% and up to 50%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992505","1.4.32.2","6304","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 50% and up to 55%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992266","1.4.33.1","1100011","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 50% and up to 55%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992506","1.4.33.2","2335","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 55% and up to 60%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992267","1.4.34.1","326211","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 55% and up to 60%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992507","1.4.34.2","765","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 60%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992268","1.4.35.1","679708","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 60%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992508","1.4.35.2","1588","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total insured outstanding residential mortgages by loan-to-value (LTV) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992269","1.4.36.1","60298565","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total insured outstanding residential mortgages by loan-to-value (LTV) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992509","1.4.36.2","211262","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","65% or less, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992270","1.4.37.1","16474330","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","65% or less, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992510","1.4.37.2","62825","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 65% and up to 75%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992271","1.4.38.1","9615772","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 65% and up to 75%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992511","1.4.38.2","36185","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 75% and up to 80%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992272","1.4.39.1","7789938","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 75% and up to 80%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992512","1.4.39.2","27050","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 80% and up to 85%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992273","1.4.40.1","5327202","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 80% and up to 85%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992513","1.4.40.2","19708","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 85% and up to 90%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992274","1.4.41.1","5472055","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 85% and up to 90%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992514","1.4.41.2","16992","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 90% and up to 95%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992275","1.4.42.1","7978625","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 90% and up to 95%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992515","1.4.42.2","23952","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 95%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992276","1.4.43.1","7640643","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 95%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992516","1.4.43.2","24550","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured outstanding residential mortgages by loan-to-value (LTV) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992277","1.4.44.1","25963996","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured outstanding residential mortgages by loan-to-value (LTV) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992517","1.4.44.2","67924","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","25% or less, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992278","1.4.45.1","484105","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","25% or less, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992518","1.4.45.2","2943","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 25% and up to 45%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992279","1.4.46.1","1694100","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 25% and up to 45%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992519","1.4.46.2","5444","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 45% and up to 65%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992280","1.4.47.1","7648927","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 45% and up to 65%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992520","1.4.47.2","18614","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 65% and up to 75%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992281","1.4.48.1","7476678","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 65% and up to 75%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992521","1.4.48.2","19255","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 75% and up to 80%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992282","1.4.49.1","8545368","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 75% and up to 80%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992522","1.4.49.2","21416","","","","0"
