"REF_DATE","GEO","DGUID","Lender type","Characteristics of outstanding residential mortgage loans","Residential mortgage loans outstanding","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992061","1.1.8.1","32397885","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992301","1.1.8.2","150827","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992062","1.1.9.1","79100197","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992302","1.1.9.2","265414","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992063","1.1.10.1","150537","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992303","1.1.10.2","507","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992064","1.1.11.1","257053084","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992304","1.1.11.2","1257295","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","5 years of less, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992065","1.1.12.1","12158913","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","5 years of less, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992305","1.1.12.2","156861","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 5 years and up to 10 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992066","1.1.13.1","9056516","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 5 years and up to 10 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992306","1.1.13.2","125349","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 10 years and up to 15 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992067","1.1.14.1","17446317","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 10 years and up to 15 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992307","1.1.14.2","145810","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 15 years and up to 20 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992068","1.1.15.1","37257965","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 15 years and up to 20 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992308","1.1.15.2","223013","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 20 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992069","1.1.16.1","177875229","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 20 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992309","1.1.16.2","598898","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Non-amortized mortgages, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992070","1.1.17.1","3258143","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Non-amortized mortgages, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992310","1.1.17.2","7364","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by total debt service (TDS) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992071","1.1.18.1","125707806","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by total debt service (TDS) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992311","1.1.18.2","525131","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","30% or less, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992072","1.1.19.1","30345594","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","30% or less, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992312","1.1.19.2","151294","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 30% and up to 35%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992073","1.1.20.1","25693989","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 30% and up to 35%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992313","1.1.20.2","108013","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 35% and up to 40%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992074","1.1.21.1","35643247","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 35% and up to 40%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992314","1.1.21.2","141476","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 40% and up to 45%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992075","1.1.22.1","29588618","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 40% and up to 45%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992315","1.1.22.2","108517","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 50%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992076","1.1.23.1","2278568","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 50%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992316","1.1.23.2","8341","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 50% and up to 55%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992077","1.1.24.1","464298","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 50% and up to 55%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992317","1.1.24.2","2078","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 55% and up to 60%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992078","1.1.25.1","243911","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 55% and up to 60%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992318","1.1.25.2","1207","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 60%, insured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992079","1.1.26.1","1449580","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 60%, insured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992319","1.1.26.2","4205","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by total debt service (TDS) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992080","1.1.27.1","257053084","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by total debt service (TDS) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992320","1.1.27.2","1257295","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","30% or less, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992081","1.1.28.1","72794945","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","30% or less, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992321","1.1.28.2","468357","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 30% and up to 35%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992082","1.1.29.1","43620296","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 30% and up to 35%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992322","1.1.29.2","227500","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 35% and up to 40%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992083","1.1.30.1","55745901","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 35% and up to 40%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992323","1.1.30.2","246377","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 40% and up to 45%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992084","1.1.31.1","47657465","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 40% and up to 45%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992324","1.1.31.2","176180","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 50%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992085","1.1.32.1","17631562","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 50%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992325","1.1.32.2","62709","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 50% and up to 55%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992086","1.1.33.1","6870334","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 50% and up to 55%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992326","1.1.33.2","25134","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 55% and up to 60%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992087","1.1.34.1","3689807","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 55% and up to 60%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992327","1.1.34.2","15201","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 60%, uninsured outstanding residential mortgages by TDS ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992088","1.1.35.1","9042775","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 60%, uninsured outstanding residential mortgages by TDS ratio","Number of mortgages outstanding","Number","223","units","0","v1374992328","1.1.35.2","35837","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by loan-to-value (LTV) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992089","1.1.36.1","125707806","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by loan-to-value (LTV) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992329","1.1.36.2","525131","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","65% or less, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992090","1.1.37.1","39997553","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","65% or less, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992330","1.1.37.2","214890","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 65% and up to 75%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992091","1.1.38.1","17995871","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 65% and up to 75%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992331","1.1.38.2","74912","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 75% and up to 80%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992092","1.1.39.1","12009620","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 75% and up to 80%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992332","1.1.39.2","45497","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 80% and up to 85%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992093","1.1.40.1","9662190","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 80% and up to 85%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992333","1.1.40.2","36459","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 85% and up to 90%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992094","1.1.41.1","12709084","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 85% and up to 90%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992334","1.1.41.2","42083","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 90% and up to 95%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992095","1.1.42.1","20834213","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 90% and up to 95%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992335","1.1.42.2","71168","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 95%, insured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992096","1.1.43.1","12499276","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 95%, insured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992336","1.1.43.2","40122","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by loan-to-value (LTV) ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992097","1.1.44.1","257053084","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by loan-to-value (LTV) ratio","Number of mortgages outstanding","Number","223","units","0","v1374992337","1.1.44.2","1257295","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","25% or less, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992098","1.1.45.1","15218733","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","25% or less, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992338","1.1.45.2","203071","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 25% and up to 45%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992099","1.1.46.1","43953130","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 25% and up to 45%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992339","1.1.46.2","297863","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 65%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992100","1.1.47.1","80384430","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 45% and up to 65%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992340","1.1.47.2","352534","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 65% and up to 75%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992101","1.1.48.1","58927193","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 65% and up to 75%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992341","1.1.48.2","210119","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 75% and up to 80%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992102","1.1.49.1","47851958","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 75% and up to 80%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992342","1.1.49.2","154084","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 80%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992103","1.1.50.1","10717640","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","More than 80%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992343","1.1.50.2","39624","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992104","1.1.51.1","2708221","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992344","1.1.51.2","14624","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","1 to 30 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992105","1.1.52.1","2220274","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","1 to 30 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992345","1.1.52.2","12299","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","31 to 60 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992106","1.1.53.1","193865","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","31 to 60 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992346","1.1.53.2","861","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","61 to 90 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992107","1.1.54.1","68622","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","61 to 90 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992347","1.1.54.2","347","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Over 90 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992108","1.1.55.1","225460","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Over 90 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992348","1.1.55.2","1117","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992109","1.1.56.1","5433549","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Total uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992349","1.1.56.2","26032","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","1 to 30 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992110","1.1.57.1","4194100","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","1 to 30 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992350","1.1.57.2","22047","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","31 to 60 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992111","1.1.58.1","464939","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","31 to 60 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992351","1.1.58.2","1655","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","61 to 90 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992112","1.1.59.1","160586","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","61 to 90 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992352","1.1.59.2","622","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Over 90 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992113","1.1.60.1","613924","","","","0"
"2023-01","Canada","2021A000011124","All non-bank lenders","Over 90 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992353","1.1.60.2","1708","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992114","1.2.1.1","258778885","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992354","1.2.1.2","1408976","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total insured outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992115","1.2.2.1","61031827","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total insured outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992355","1.2.2.2","298551","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total uninsured outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992116","1.2.3.1","197747058","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total uninsured outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992356","1.2.3.2","1110425","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992117","1.2.4.1","61031827","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992357","1.2.4.2","298551","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","5 years of less, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992118","1.2.5.1","394355","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","5 years of less, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992358","1.2.5.2","8725","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 5 years and up to 10 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992119","1.2.6.1","1249934","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 5 years and up to 10 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992359","1.2.6.2","16120","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 10 years and up to 15 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992120","1.2.7.1","3825877","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 10 years and up to 15 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992360","1.2.7.2","30694","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992121","1.2.8.1","14014784","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992361","1.2.8.2","80948","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992122","1.2.9.1","41532803","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992362","1.2.9.2","162021","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992123","1.2.10.1","14075","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992363","1.2.10.2","43","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992124","1.2.11.1","197747058","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","Total uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992364","1.2.11.2","1110425","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","5 years of less, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992125","1.2.12.1","6193547","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","5 years of less, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992365","1.2.12.2","144579","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 5 years and up to 10 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992126","1.2.13.1","8266772","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 5 years and up to 10 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992366","1.2.13.2","120324","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 10 years and up to 15 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992127","1.2.14.1","15818993","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 10 years and up to 15 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992367","1.2.14.2","138085","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 15 years and up to 20 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992128","1.2.15.1","32662475","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 15 years and up to 20 years, uninsured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992368","1.2.15.2","205264","","","","0"
"2023-01","Canada","2021A000011124","Credit Unions","More than 20 years, uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992129","1.2.16.1","134232489","","","","0"
